svm_type one_class
kernel_type rbf
gamma 0.0001
nr_class 2
total_sv 17
rho 0.012993641293360905
SV
0.013355678164281379 0:35 1:1 2:0 3:0 4:1 5:0 6:0 7:1 8:1496 9:4152 10:1 11:0 12:0 13:0 14:1 15:1 16:0 17:0 18:0 19:0 20:1 21:0 22:0 23:1 24:1 25:1 26:0 27:1 28:0 29:0 30:0 31:0 32:0 
0.01010497173432741 0:26 1:1 2:0 3:0 4:1 5:0 6:0 7:1 8:361 9:1181 10:1 11:0 12:0 13:0 14:1 15:1 16:0 17:0 18:0 19:0 20:1 21:0 22:0 23:1 24:1 25:1 26:0 27:1 28:0 29:0 30:0 31:0 32:0 
0.0075946935468867022 0:28 1:1 2:0 3:0 4:1 5:0 6:0 7:1 8:1148 9:3380 10:1 11:0 12:0 13:0 14:1 15:1 16:0 17:0 18:0 19:0 20:1 21:0 22:0 23:1 24:1 25:1 26:0 27:1 28:0 29:0 30:0 31:0 32:0 
0.013091039094525997 0:45 1:1 2:0 3:0 4:1 5:0 6:0 7:1 8:171 9:14693 10:1 11:0 12:0 13:0 14:1 15:1 16:0 17:0 18:0 19:0 20:1 21:0 22:0 23:1 24:2 25:1 26:0 27:1 28:1 29:0 30:0 31:0 32:0 
0.013162518584919947 0:42 1:1 2:0 3:0 4:1 5:0 6:0 7:1 8:673 9:887107 10:1 11:0 12:0 13:0 14:1 15:1 16:0 17:0 18:0 19:0 20:1 21:0 22:0 23:1 24:2 25:1 26:0 27:1 28:1 29:0 30:0 31:0 32:0 
0.012499999999935847 0:36 1:1 2:0 3:0 4:1 5:0 6:0 7:1 8:162 9:13628 10:1 11:0 12:0 13:0 14:1 15:1 16:0 17:0 18:0 19:0 20:1 21:0 22:0 23:1 24:4 25:1 26:0 27:1 28:0.5 29:0 30:0 31:0 32:0 
0.013162518584919947 0:48 1:1 2:0 3:0 4:1 5:0 6:0 7:1 8:165 9:24551 10:1 11:0 12:0 13:0 14:1 15:1 16:0 17:0 18:0 19:0 20:1 21:0 22:0 23:1 24:2 25:1 26:0 27:1 28:1 29:0 30:0 31:0 32:0 
0.012500000034358428 0:43 1:1 2:0 3:0 4:1 5:0 6:0 7:1 8:181 9:18836 10:1 11:0 12:0 13:0 14:1 15:1 16:0 17:0 18:0 19:0 20:1 21:0 22:0 23:1 24:2 25:1 26:0 27:1 28:1 29:0 30:0 31:0 32:0 
0.012500000000064154 0:37 1:1 2:0 3:0 4:1 5:0 6:0 7:1 8:151 9:10059 10:1 11:0 12:0 13:0 14:1 15:1 16:0 17:0 18:0 19:0 20:1 21:0 22:0 23:1 24:5 25:1 26:0 27:1 28:0.6 29:0 30:0 31:0 32:0 
0.013177175276379696 0:29 1:1 2:0 3:0 4:1 5:0 6:0 7:1 8:150 9:7204 10:1 11:0 12:0 13:0 14:1 15:1 16:0 17:0 18:0 19:0 20:1 21:0 22:0 23:1 24:8 25:1 26:0 27:1 28:0.75 29:0 30:0 31:0 32:0 
0.013038009097965399 0:25 1:1 2:0 3:0 4:1 5:0 6:0 7:1 8:151 9:6412 10:1 11:0 12:0 13:0 14:1 15:1 16:0 17:0 18:0 19:0 20:1 21:0 22:0 23:1 24:7 25:1 26:0 27:1 28:0.57 29:0 30:0 31:0 32:0 
0.0079678529549344693 0:28 1:1 2:0 3:0 4:1 5:0 6:0 7:1 8:1209 9:3373 10:1 11:0 12:0 13:0 14:1 15:1 16:0 17:0 18:0 19:0 20:1 21:0 22:0 23:1 24:1 25:1 26:0 27:1 28:0 29:0 30:0 31:0 32:0 
0.012500000000000001 0:37 1:1 2:0 3:0 4:1 5:0 6:0 7:1 8:159 9:14131 10:1 11:0 12:0 13:0 14:1 15:1 16:0 17:0 18:0 19:0 20:1 21:0 22:0 23:1 24:2 25:1 26:0 27:1 28:1 29:0 30:0 31:0 32:0 
0.013355678164281379 0:52 1:1 2:0 3:0 4:1 5:0 6:0 7:1 8:703 9:2070 10:1 11:0 12:0 13:0 14:1 15:1 16:0 17:0 18:0 19:0 20:1 21:0 22:0 23:1 24:1 25:1 26:0 27:1 28:0 29:0 30:0 31:0 32:0 
0.010250634573471966 0:23 1:1 2:0 3:0 4:1 5:0 6:0 7:1 8:332 9:1069 10:1 11:0 12:0 13:0 14:1 15:1 16:0 17:0 18:0 19:0 20:1 21:0 22:0 23:1 24:1 25:1 26:0 27:1 28:0 29:0 30:0 31:0 32:0 
0.010583923735633997 0:57 1:1 2:0 3:0 4:1 5:0 6:0 7:1 8:241 9:885 10:1 11:0 12:0 13:0 14:1 15:1 16:0 17:0 18:0 19:0 20:1 21:0 22:0 23:1 24:1 25:1 26:0 27:1 28:0 29:0 30:0 31:0 32:0 
0.011155306453113297 0:23 1:1 2:0 3:0 4:1 5:0 6:0 7:1 8:227 9:766 10:1 11:0 12:0 13:0 14:1 15:1 16:0 17:0 18:0 19:0 20:1 21:0 22:0 23:1 24:1 25:1 26:0 27:1 28:0 29:0 30:0 31:0 32:0 
