svm_type one_class
kernel_type rbf
gamma 0.0001
nr_class 2
total_sv 22
rho 0.027134609955587471
SV
0.027072148264522825 0:0 1:1 2:0 3:0 4:1 5:0 6:0 7:1 8:35195 9:0 10:1 11:0 12:0 13:0 14:20 15:20 16:0 17:0 18:0 19:0 20:1 21:0 22:0 23:40 24:32 25:0.8 26:0.05 27:0.8 28:0 29:0 30:0 31:0 32:0 
0.027062584839192817 0:0 1:1 2:0 3:0 4:1 5:0 6:0 7:1 8:26408 9:0 10:1 11:0 12:0 13:0 14:2 15:2 16:0 17:0 18:0 19:0 20:1 21:0 22:0 23:10 24:79 25:0.8 26:0.3 27:0.8 28:0.03 29:0 30:0 31:0 32:0 
0.016003641637798358 0:0 1:1 2:0 3:0 4:1 5:0 6:0 7:1 8:259 9:0 10:1 11:0 12:0 13:0 14:2 15:2 16:0 17:0 18:0 19:0 20:1 21:0 22:0 23:20 24:118 25:0.8 26:0.15 27:0.8 28:0.02 29:0 30:0 31:0 32:0 
0.027575526853264656 0:0 1:1 2:0 3:0 4:1 5:0 6:0 7:1 8:15722 9:0 10:1 11:0 12:0 13:0 14:4 15:4 16:0 17:0 18:0 19:0 20:1 21:0 22:0 23:45 24:143 25:0.8 26:0.07 27:0.8 28:0.01 29:0 30:0 31:0 32:0 
0.026943996130387522 0:0 1:1 2:0 3:0 4:1 5:0 6:0 7:1 8:1109 9:0 10:1 11:0 12:0 13:0 14:1 15:1 16:0 17:0 18:0 19:0 20:1 21:0 22:0 23:5 24:4 25:0.8 26:0.4 27:0.8 28:0 29:0 30:0 31:0 32:0 
0.016084284762087273 0:0 1:1 2:0 3:0 4:1 5:0 6:0 7:1 8:749 9:0 10:1 11:0 12:0 13:0 14:2 15:2 16:0 17:0 18:0 19:0 20:1 21:0 22:0 23:10 24:82 25:0.8 26:0.2 27:0.8 28:0.04 29:0 30:0 31:0 32:0 
0.01101511278550674 0:0 1:0 2:1 3:0 4:1 5:0 6:0 7:1 8:147 9:0 10:1 11:0 12:0 13:0 14:3 15:1 16:0 17:0 18:0 19:0 20:0.33 21:0.67 22:0 23:93 24:1 25:0.01 26:0.51 27:0.8 28:0 29:0 30:0 31:0 32:0 
0.024783465542261587 0:0 1:1 2:0 3:0 4:1 5:0 6:0 7:1 8:884 9:0 10:1 11:0 12:0 13:0 14:2 15:2 16:0 17:0 18:0 19:0 20:1 21:0 22:0 23:10 24:76 25:0.8 26:0.2 27:0.8 28:0.03 29:0 30:0 31:0 32:0 
0.02554605138149528 0:0 1:0 2:1 3:0 4:1 5:0 6:0 7:1 8:43 9:138 10:1 11:0 12:0 13:0 14:18 15:233 16:0 17:0 18:0 19:0 20:1 21:0 22:0.01 23:76 24:200 25:0.8 26:0.03 27:0.8 28:0.01 29:0 30:0 31:0.14 32:0 
0.027003285406034416 0:0 1:1 2:0 3:0 4:1 5:0 6:0 7:1 8:1690 9:0 10:1 11:0 12:0 13:0 14:4 15:4 16:0 17:0 18:0 19:0 20:1 21:0 22:0 23:50 24:58 25:0.8 26:0.04 27:0.8 28:0.03 29:0 30:0 31:0 32:0 
0.017227189142672586 0:0 1:1 2:0 3:0 4:1 5:0 6:0 7:1 8:245 9:0 10:1 11:0 12:0 13:0 14:2 15:2 16:0 17:0 18:0 19:0 20:1 21:0 22:0 23:10 24:8 25:0.8 26:0.2 27:0.8 28:0 29:0 30:0 31:0 32:0 
0.0085990801914615396 0:0 1:1 2:0 3:0 4:1 5:0 6:0 7:1 8:192 9:0 10:1 11:0 12:0 13:0 14:2 15:2 16:0 17:0 18:0 19:0 20:1 21:0 22:0 23:5 24:118 25:0.8 26:0.4 27:0.8 28:0.03 29:0 30:0.01 31:0 32:0 
0.013596341949545383 0:0 1:1 2:0 3:0 4:1 5:0 6:0 7:1 8:641 9:0 10:1 11:0 12:0 13:0 14:2 15:2 16:0 17:0 18:0 19:0 20:1 21:0 22:0 23:44 24:53 25:0.8 26:0.05 27:0.8 28:0.04 29:0 30:0 31:0 32:0 
0.0014665344577384099 0:0 1:0 2:1 3:0 4:1 5:0 6:0 7:1 8:45 9:130 10:1 11:0 12:0 13:0 14:17 15:232 16:0 17:0 18:0 19:0 20:1 21:0 22:0.01 23:75 24:200 25:0.8 26:0.03 27:0.8 28:0.01 29:0 30:0 31:0.15 32:0 
0.011880388795785552 0:0 1:1 2:0 3:0 4:1 5:0 6:0 7:1 8:641 9:0 10:1 11:0 12:0 13:0 14:1 15:1 16:0 17:0 18:0 19:0 20:1 21:0 22:0 23:44 24:101 25:0.8 26:0.07 27:0.8 28:0.02 29:0 30:0 31:0 32:0 
0.021545863884752978 0:0 1:0 2:1 3:0 4:1 5:0 6:0 7:1 8:146 9:0 10:1 11:0 12:0 13:0 14:1 15:1 16:0 17:0 18:0 19:0 20:1 21:0 22:0 23:255 24:1 25:0 26:0.55 27:0.8 28:0 29:0 30:0 31:0 32:0 
