svm_type one_class
kernel_type rbf
gamma 0.0001
nr_class 2
total_sv 14
rho 0.019657409502950713
SV
0.0064006763774442791 0:10 1:0 2:1 3:0 4:0 5:1 6:0 7:1 8:105 9:147 10:1 11:0 12:0 13:0 14:2 15:2 16:0 17:0 18:0 19:0 20:1 21:0 22:0 23:61 24:23 25:0.38 26:0.05 27:0.05 28:0 29:0 30:0 31:0 32:0 
0.019693760586440123 0:6 1:1 2:0 3:0 4:1 5:0 6:0 7:1 8:122 9:1488 10:1 11:0 12:0 13:0 14:1 15:1 16:0 17:0 18:0 19:0 20:1 21:0 22:0 23:84 24:20 25:0.23 26:0.04 27:0.01 28:0.1 29:0 30:0.05 31:0 32:0 
0.013255692258257366 0:13 1:1 2:0 3:0 4:1 5:0 6:0 7:1 8:105 9:2370 10:1 11:0 12:0 13:0 14:1 15:1 16:0 17:0 18:0 19:0 20:1 21:0 22:0 23:4 24:4 25:0.25 26:0.5 27:0.25 28:0.75 29:0 30:0 31:0 32:0 
0.012192987893120332 0:20 1:1 2:0 3:0 4:1 5:0 6:0 7:1 8:196 9:644 10:1 11:0 12:0 13:0 14:1 15:1 16:0 17:0 18:0 19:0 20:1 21:0 22:0 23:127 24:39 25:0.31 26:0.02 27:0.01 28:0 29:0 30:0 31:0 32:0 
0.014643381535834124 0:13 1:1 2:0 3:0 4:1 5:0 6:0 7:1 8:139 9:2456 10:1 11:0 12:0 13:0 14:1 15:1 16:0 17:0 18:0 19:0 20:1 21:0 22:0 23:3 24:6 25:0.33 26:1 27:0.33 28:0.67 29:0 30:0 31:0 32:0 
0.005987428319075388 0:12 1:0 2:1 3:0 4:1 5:0 6:0 7:1 8:48 9:48 10:1 11:0 12:0 13:0 14:2 15:1 16:0 17:0 18:0 19:0 20:0.5 21:1 22:0 23:32 24:13 25:0.41 26:0.06 27:0.41 28:0 29:0 30:0 31:0 32:0 
0.010070854187180052 0:21 1:0 2:1 3:0 4:1 5:0 6:0 7:1 8:93 9:38 10:1 11:0 12:0 13:0 14:1 15:1 16:0 17:0 18:0 19:0 20:1 21:0 22:0 23:35 24:12 25:0.34 26:0.06 27:0.34 28:0 29:0 30:0 31:0 32:0 
0.014015996322136359 0:14 1:1 2:0 3:0 4:1 5:0 6:0 7:1 8:58 9:189 10:1 11:0 12:0 13:0 14:1 15:1 16:0 17:0 18:0 19:0 20:1 21:0 22:0 23:21 24:5 25:0.24 26:0.14 27:0.05 28:0 29:0 30:0 31:0 32:0 
0.019510115437428373 0:6 1:1 2:0 3:0 4:1 5:0 6:0 7:1 8:177 9:3500 10:1 11:0 12:0 13:0 14:1 15:1 16:0 17:0 18:0 19:0 20:1 21:0 22:0 23:255 24:58 25:0.23 26:0.02 27:0 28:0 29:0 30:0 31:0 32:0 
0.017192212299099896 0:15 1:0 2:1 3:0 4:1 5:0 6:0 7:1 8:48 9:48 10:1 11:0 12:0 13:0 14:1 15:1 16:0 17:0 18:0 19:0 20:1 21:0 22:0 23:170 24:52 25:0.31 26:0.01 27:0.31 28:0 29:0 30:0 31:0 32:0 
0.019866865164759238 0:19 1:1 2:0 3:0 4:1 5:0 6:0 7:1 8:123 9:917 10:1 11:0 12:0 13:0 14:1 15:1 16:0 17:0 18:0 19:0 20:1 21:0 22:0 23:39 24:10 25:0.26 26:0.08 27:0.03 28:0 29:0 30:0 31:0 32:0 
0.006055144933209816 0:18 1:1 2:0 3:0 4:1 5:0 6:0 7:1 8:190 9:634 10:1 11:0 12:0 13:0 14:2 15:1 16:0 17:0 18:0 19:0 20:0.5 21:1 22:0 23:226 24:59 25:0.26 26:0.03 27:0 28:0 29:0 30:0 31:0 32:0 
0.016066449835755416 0:20 1:1 2:0 3:0 4:1 5:0 6:0 7:1 8:218 9:763 10:1 11:0 12:0 13:0 14:1 15:1 16:0 17:0 18:0 19:0 20:1 21:0 22:0 23:148 24:41 25:0.28 26:0.03 27:0.01 28:0 29:0 30:0 31:0 32:0 
0.015048434850259243 0:18 1:1 2:0 3:0 4:1 5:0 6:0 7:1 8:177 9:554 10:1 11:0 12:0 13:0 14:1 15:1 16:0 17:0 18:0 19:0 20:1 21:0 22:0 23:244 24:61 25:0.25 26:0.03 27:0 28:0 29:0 30:0 31:0 32:0 
