svm_type one_class
kernel_type rbf
gamma 0.0001
nr_class 2
total_sv 11
rho 0.046201749795166933
SV
0.033406530526630583 0:5 1:1 2:0 3:0 4:1 5:0 6:0 7:1 8:77 9:17 10:1 11:0 12:0 13:0 14:1 15:1 16:0 17:0 18:0 19:0 20:1 21:0 22:0 23:128 24:23 25:0.18 26:0.02 27:0.01 28:0 29:0 30:0 31:0.11 32:0.61 
0.030990660094575177 0:0 1:1 2:0 3:0 4:1 5:0 6:0 7:1 8:87 9:129 10:1 11:0 12:0 13:0 14:1 15:1 16:0 17:0 18:0 19:0 20:1 21:0 22:0 23:13 24:7 25:0.54 26:0.15 27:0.08 28:0 29:0.15 30:0.29 31:0.23 32:0.43 
0.045519800341366344 0:107 1:1 2:0 3:0 4:1 5:0 6:0 7:1 8:66 9:131 10:1 11:0 12:0 13:0 14:1 15:1 16:0 17:0 18:0 19:0 20:1 21:0 22:0 23:255 24:29 25:0.11 26:0.41 27:0 28:0 29:0.4 30:0.1 31:0 32:0.03 
0.045904920799847121 0:49 1:1 2:0 3:0 4:1 5:0 6:0 7:1 8:98 9:2294 10:1 11:0 12:0 13:0 14:1 15:1 16:0 17:0 18:0 19:0 20:1 21:0 22:0 23:110 24:3 25:0.01 26:0.02 27:0.01 28:0.67 29:0 30:0.33 31:0 32:0.33 
0.024714504137684327 0:0 1:1 2:0 3:0 4:1 5:0 6:1 7:0 8:91 9:2832 10:1 11:0 12:0 13:0 14:1 15:1 16:1 17:1 18:0 19:0 20:1 21:0 22:0 23:161 24:33 25:0.2 26:0.44 27:0.01 28:0 29:0.11 30:0.52 31:0.41 32:0.03 
0.025770789166722669 0:0 1:1 2:0 3:0 4:1 5:0 6:1 7:0 8:93 9:2834 10:1 11:0 12:0 13:0 14:1 15:1 16:1 17:1 18:0 19:0 20:1 21:0 22:0 23:122 24:18 25:0.15 26:0.58 27:0.01 28:0 29:0.02 30:0.11 31:0.54 32:0.06 
0.0069409889617817327 0:0 1:1 2:0 3:0 4:1 5:0 6:0 7:1 8:87 9:129 10:1 11:0 12:0 13:0 14:3 15:2 16:0 17:0 18:0 19:0 20:0.67 21:0.67 22:0 23:47 24:16 25:0.34 26:0.06 27:0.02 28:0 29:0 30:0 31:0.3 32:0.88 
0.023901838793576224 0:0 1:1 2:0 3:0 4:1 5:0 6:0 7:1 8:74 9:18 10:1 11:0 12:0 13:0 14:1 15:1 16:0 17:0 18:0 19:0 20:1 21:0 22:0 23:27 24:7 25:0.26 26:0.07 27:0.04 28:0 29:0 30:0 31:0.19 32:0.71 
0.04635790776308036 0:135 1:1 2:0 3:0 4:1 5:0 6:0 7:1 8:73 9:1718 10:1 11:0 12:0 13:0 14:1 15:1 16:0 17:0 18:0 19:0 20:1 21:0 22:0 23:158 24:27 25:0.17 26:0.03 27:0.01 28:0 29:0 30:0 31:0.01 32:0.04 
0.040098928364139912 0:0 1:1 2:0 3:0 4:1 5:0 6:0 7:1 8:107 9:407 10:1 11:0 12:0 13:0 14:1 15:1 16:0 17:0 18:0 19:0 20:1 21:0 22:0 23:57 24:41 25:0.72 26:0.11 27:0.02 28:0 29:0.02 30:0 31:0.09 32:0.12 
0.0063931310505955623 0:1 1:1 2:0 3:0 4:1 5:0 6:0 7:1 8:103 9:402 10:1 11:0 12:0 13:0 14:1 15:3 16:0 17:0 18:0 19:0 20:1 21:0 22:1 23:63 24:46 25:0.73 26:0.1 27:0.02 28:0 29:0.02 30:0 31:0.08 32:0.11 
