svm_type one_class
kernel_type rbf
gamma 0.00029999999999999997
nr_class 2
total_sv 56
rho 0.011078955036980035
SV
0.010954464488558937 0:43 1:1 2:0 3:0 4:1 5:0 6:0 7:1 8:121 9:10269 10:1 11:0 12:0 13:0 14:1 15:1 16:0 17:0 18:0 19:0 20:1 21:0 22:0 23:136 24:2 25:0.01 26:0.04 27:0.01 28:1 29:0.01 30:0 31:0 32:0 
0.010938263961865931 0:46 1:1 2:0 3:0 4:1 5:0 6:0 7:1 8:13108 9:1381 10:1 11:0 12:0 13:0 14:1 15:2 16:0 17:0 18:0 19:0 20:1 21:0 22:1 23:50 24:175 25:1 26:0 27:0.02 28:0.01 29:0 30:0 31:0 32:0 
0.01094379397777096 0:40 1:1 2:0 3:0 4:1 5:0 6:0 7:1 8:124 9:11095 10:1 11:0 12:0 13:0 14:1 15:1 16:0 17:0 18:0 19:0 20:1 21:0 22:0 23:75 24:4 25:0.01 26:0.04 27:0.01 28:0.5 29:0 30:0.25 31:0 32:0 
0.011232642241687484 0:45 1:0 2:1 3:0 4:1 5:0 6:0 7:1 8:48 9:45 10:1 11:0 12:0 13:0 14:1 15:1 16:0 17:0 18:0 19:0 20:1 21:0 22:0 23:255 24:241 25:0.95 26:0.01 27:0.06 28:0 29:0 30:0 31:0 32:0 
0.011057437742951022 0:46 1:1 2:0 3:0 4:1 5:0 6:0 7:1 8:889 9:558164 10:1 11:0 12:0 13:0 14:1 15:1 16:0 17:0 18:0 19:0 20:1 21:0 22:0 23:18 24:6 25:0.33 26:0.11 27:0.06 28:0 29:0 30:0 31:0 32:0 
0.0087500000000324905 0:40 1:1 2:0 3:0 4:1 5:0 6:0 7:1 8:127 9:10471 10:1 11:0 12:0 13:0 14:1 15:1 16:0 17:0 18:0 19:0 20:1 21:0 22:0 23:83 24:3 25:0.01 26:0.11 27:0.01 28:0.67 29:0.01 30:0 31:0 32:0 
0.011100716067319289 0:42 1:1 2:0 3:0 4:1 5:0 6:0 7:1 8:758 9:343450 10:1 11:0 12:0 13:0 14:1 15:1 16:0 17:0 18:0 19:0 20:1 21:0 22:0 23:72 24:4 25:0.06 26:0.29 27:0.01 28:0 29:0.01 30:0.25 31:0 32:0 
0.0087499999983610167 0:47 1:1 2:0 3:0 4:0 5:1 6:0 7:1 8:385 9:229 10:1 11:0 12:0 13:0 14:2 15:8 16:0 17:0 18:0 19:0 20:1 21:0 22:0.38 23:8 24:255 25:1 26:0 27:0.12 28:0.04 29:0 30:0 31:0 32:0 
0.0077058536872396475 0:47 1:1 2:0 3:0 4:1 5:0 6:0 7:1 8:1487 9:4152 10:1 11:0 12:0 13:0 14:1 15:1 16:0 17:0 18:0 19:0 20:1 21:0 22:0 23:150 24:34 25:0.23 26:0.03 27:0.01 28:0 29:0 30:0 31:0 32:0 
0.011372204507477638 0:42 1:1 2:0 3:0 4:1 5:0 6:1 7:0 8:15876 9:1 10:1 11:0 12:0 13:0 14:1 15:1 16:1 17:1 18:0 19:0 20:1 21:0 22:0 23:227 24:1 25:0 26:0.11 27:0.42 28:0 29:0.01 30:1 31:0 32:0 
