svm_type one_class
kernel_type rbf
gamma 0.00050000000000000001
nr_class 2
total_sv 119
rho 0.015661100422763551
SV
0.015626858427117047 0:0 1:1 2:0 3:0 4:1 5:0 6:0 7:1 8:1874 9:0 10:1 11:0 12:0 13:0 14:9 15:9 16:0 17:0 18:0 19:0 20:1 21:0 22:0 23:151 24:30 25:0.2 26:0.03 27:0.2 28:0 29:0 30:0 31:0 32:0 
0.0077834629389192016 0:0 1:1 2:0 3:0 4:1 5:0 6:0 7:1 8:10272 9:0 10:1 11:0 12:0 13:0 14:12 15:12 16:0 17:0 18:0 19:0 20:1 21:0 22:0 23:239 24:55 25:0.2 26:0.02 27:0.2 28:0.04 29:0 30:0 31:0.05 32:0 
0.015624999925434513 0:0 1:1 2:0 3:0 4:1 5:0 6:0 7:1 8:1153 9:0 10:1 11:0 12:0 13:0 14:1 15:21 16:0 17:0.95 18:0 19:0 20:1 21:0 22:0.1 23:79 24:87 25:0.2 26:0.08 27:0.2 28:0.03 29:0 30:0 31:0 32:0 
0.015633270175968984 0:2 1:1 2:0 3:0 4:1 5:0 6:0 7:1 8:109 9:409 10:1 11:0 12:0 13:0 14:1 15:2 16:0 17:0 18:0 19:0 20:1 21:0 22:1 23:85 24:17 25:0.2 26:0.05 27:0.01 28:0 29:0 30:0 31:0 32:0 
0.015603212090264246 0:28 1:1 2:0 3:0 4:1 5:0 6:0 7:1 8:1491 9:4152 10:1 11:0 12:0 13:0 14:1 15:1 16:0 17:0 18:0 19:0 20:1 21:0 22:0 23:255 24:51 25:0.2 26:0.03 27:0 28:0 29:0 30:0 31:0 32:0 
0.010567530436173343 0:0 1:1 2:0 3:0 4:1 5:0 6:0 7:1 8:1195 9:406 10:1 11:0 12:0 13:0 14:1 15:1 16:0 17:0 18:0 19:0 20:1 21:0 22:0 23:255 24:51 25:0.2 26:0.06 27:0 28:0 29:0.56 30:0 31:0.01 32:0 
0.0083541843052330131 0:0 1:1 2:0 3:0 4:1 5:0 6:0 7:1 8:194 9:0 10:1 11:0 12:0 13:0 14:2 15:2 16:0 17:0 18:0 19:0 20:1 21:0 22:0 23:20 24:55 25:0.2 26:0.2 27:0.2 28:0.04 29:0 30:0.02 31:0 32:0 
0.010011882397997433 0:0 1:1 2:0 3:0 4:1 5:0 6:0 7:1 8:245 9:0 10:1 11:0 12:0 13:0 14:3 15:2 16:0 17:0 18:0 19:0 20:0.67 21:0.67 22:0 23:170 24:70 25:0.2 26:0.12 27:0.28 28:0.03 29:0.01 30:0.03 31:0 32:0 
0.008563990801198287 0:29 1:1 2:0 3:0 4:1 5:0 6:0 7:1 8:1512 9:4152 10:1 11:0 12:0 13:0 14:1 15:1 16:0 17:0 18:0 19:0 20:1 21:0 22:0 23:41 24:8 25:0.2 26:0.15 27:0.02 28:0 29:0 30:0 31:0 32:0 
0.0025824488378559515 0:0 1:1 2:0 3:0 4:1 5:0 6:0 7:1 8:607 9:0 10:1 11:0 12:0 13:0 14:1 15:1 16:0 17:0 18:0 19:0 20:1 21:0 22:0 23:142 24:49 25:0.2 26:0.04 27:0.2 28:0.04 29:0 30:0 31:0 32:0 
