svm_type one_class
kernel_type rbf
gamma 0.00050000000000000001
nr_class 2
total_sv 10
rho 0.015771266748193392
SV
0.0085045059215868926 0:1 1:1 2:0 3:0 4:1 5:0 6:0 7:1 8:92994 9:329 10:1 11:0 12:0 13:0 14:1 15:3 16:0 17:0 18:0 19:0 20:1 21:0 22:1 23:113 24:246 25:0.97 26:0.02 27:0.01 28:0.01 29:0 30:0 31:0 32:0 
0.012558004750126191 0:1 1:1 2:0 3:0 4:1 5:0 6:0 7:1 8:250695 9:328 10:1 11:0 12:0 13:0 14:1 15:3 16:0 17:0 18:0 19:0 20:1 21:0 22:1 23:91 24:173 25:0.95 26:0.02 27:0.01 28:0.01 29:0 30:0 31:0 32:0 
0.002479523178026923 0:1 1:1 2:0 3:0 4:1 5:0 6:0 7:1 8:250697 9:336 10:1 11:0 12:0 13:0 14:1 15:3 16:0 17:0 18:0 19:0 20:1 21:0 22:1 23:93 24:200 25:0.95 26:0.02 27:0.01 28:0.01 29:0 30:0 31:0 32:0 
0.015808477831701091 0:1 1:1 2:0 3:0 4:1 5:0 6:0 7:1 8:250728 9:334 10:1 11:0 12:0 13:0 14:1 15:2 16:0 17:0 18:0 19:0 20:1 21:0 22:1 23:29 24:108 25:0.97 26:0.07 27:0.03 28:0.02 29:0 30:0 31:0 32:0 
0.015514124183123149 0:2 1:1 2:0 3:0 4:1 5:0 6:0 7:1 8:204879 9:332 10:1 11:0 12:0 13:0 14:1 15:2 16:0 17:0 18:0 19:0 20:1 21:0 22:1 23:54 24:181 25:0.87 26:0.06 27:0.02 28:0.01 29:0 30:0.01 31:0 32:0 
0.015977246754617782 0:5 1:1 2:0 3:0 4:1 5:0 6:0 7:1 8:204822 9:331 10:1 11:0 12:0 13:0 14:1 15:1 16:0 17:0 18:0 19:0 20:1 21:0 22:0 23:23 24:30 25:0.96 26:0.09 27:0.04 28:0.07 29:0 30:0 31:0.04 32:0.03 
0.0072320006999540536 0:1 1:1 2:0 3:0 4:1 5:0 6:0 7:1 8:250697 9:329 10:1 11:0 12:0 13:0 14:1 15:3 16:0 17:0 18:0 19:0 20:1 21:0 22:1 23:91 24:247 25:0.98 26:0.02 27:0.01 28:0.01 29:0 30:0 31:0 32:0 
0.007444342978788052 0:0 1:1 2:0 3:0 4:1 5:0 6:0 7:1 8:250691 9:323 10:1 11:0 12:0 13:0 14:1 15:1 16:0 17:0 18:0 19:0 20:1 21:0 22:0 23:86 24:246 25:0.97 26:0.02 27:0.01 28:0.01 29:0 30:0 31:0 32:0 
0.0085045059215868926 0:0 1:1 2:0 3:0 4:1 5:0 6:0 7:1 8:92988 9:323 10:1 11:0 12:0 13:0 14:1 15:1 16:0 17:0 18:0 19:0 20:1 21:0 22:0 23:98 24:246 25:0.97 26:0.02 27:0.01 28:0.01 29:0 30:0 31:0 32:0 
0.015977267780488975 0:0 1:1 2:0 3:0 4:1 5:0 6:0 7:1 8:175337 9:0 10:1 11:0 12:0 13:0 14:2 15:2 16:0 17:0 18:0 19:0 20:1 21:0 22:0 23:11 24:64 25:0.91 26:0.18 27:0.91 28:0.03 29:0 30:0 31:0 32:0 
