svm_type one_class
kernel_type rbf
gamma 0.00050000000000000001
nr_class 2
total_sv 17
rho 0.015281534153960941
SV
0.014555444696596658 0:0 1:1 2:0 3:0 4:0 5:1 6:0 7:1 8:224 9:1705 10:1 11:0 12:0 13:0 14:2 15:2 16:0 17:0 18:0 19:0 20:1 21:0 22:0 23:2 24:20 25:1 26:0 27:0.5 28:0.1 29:0 30:0 31:0 32:0 
0.015358690572675304 0:0 1:1 2:0 3:0 4:0 5:1 6:0 7:1 8:169 9:8147 10:1 11:0 12:0 13:0 14:4 15:6 16:0 17:0 18:0 19:0 20:1 21:0 22:0.33 23:9 24:20 25:1 26:0 27:0.11 28:0.1 29:0 30:0 31:0 32:0 
0.0085432266570211468 0:0 1:0 2:1 3:0 4:0 5:1 6:0 7:1 8:105 9:146 10:1 11:0 12:0 13:0 14:1 15:1 16:0 17:0 18:0 19:0 20:1 21:0 22:0 23:24 24:20 25:0.83 26:0.08 27:0.04 28:0 29:0 30:0 31:0 32:0 
0.013852627384660402 0:0 1:1 2:0 3:0 4:1 5:0 6:0 7:1 8:35 9:0 10:1 11:0 12:0 13:0 14:2 15:2 16:0 17:0 18:0 19:0 20:1 21:0 22:0 23:83 24:20 25:0.24 26:0.07 27:0.24 28:0 29:0.02 30:0 31:0.04 32:0 
0.001467205651527405 0:0 1:0 2:1 3:0 4:1 5:0 6:0 7:1 8:88 9:0 10:1 11:0 12:0 13:0 14:1 15:1 16:0 17:0 18:0 19:0 20:1 21:0 22:0 23:26 24:20 25:0.77 26:0.08 27:0.77 28:0 29:0 30:0 31:0 32:0 
0.0066142968510270565 0:4 1:0 2:1 3:0 4:0 5:1 6:0 7:1 8:105 9:146 10:1 11:0 12:0 13:0 14:2 15:2 16:0 17:0 18:0 19:0 20:1 21:0 22:0 23:24 24:20 25:0.83 26:0.08 27:0.12 28:0 29:0 30:0 31:0 32:0 
0.014764682776571815 0:0 1:1 2:0 3:0 4:0 5:1 6:0 7:1 8:240 9:1774 10:1 11:0 12:0 13:0 14:4 15:53 16:0 17:0 18:0 19:0 20:1 21:0 22:0.11 23:20 24:20 25:1 26:0 27:0.05 28:0 29:0 30:0 31:0 32:0 
0.015635472139008982 0:0 1:1 2:0 3:0 4:0 5:1 6:0 7:1 8:289 9:2416 10:1 11:0 12:0 13:0 14:2 15:2 16:0 17:0 18:0 19:0 20:1 21:0 22:0 23:12 24:20 25:1 26:0 27:0.08 28:0.15 29:0 30:0 31:0 32:0 
0.0052842699138566079 0:0 1:0 2:1 3:0 4:1 5:0 6:0 7:1 8:48 9:48 10:1 11:0 12:0 13:0 14:1 15:1 16:0 17:0 18:0 19:0 20:1 21:0 22:0 23:40 24:20 25:0.5 26:0.08 27:0.5 28:0 29:0 30:0 31:0 32:0 
0.012494227000359027 0:0 1:0 2:1 3:0 4:1 5:0 6:0 7:1 8:104 9:0 10:1 11:0 12:0 13:0 14:1 15:2 16:0 17:0 18:0 19:0 20:1 21:0 22:1 23:31 24:20 25:0.65 26:0.06 27:0.65 28:0 29:0 30:0 31:0 32:0 
0.014811626665490072 0:0 1:1 2:0 3:0 4:1 5:0 6:0 7:1 8:192 9:0 10:1 11:0 12:0 13:0 14:2 15:2 16:0 17:0 18:0 19:0 20:1 21:0 22:0 23:12 24:20 25:0.33 26:0.25 27:0.33 28:0.15 29:0 30:0 31:0 32:0 
0.015635471961738895 0:0 1:1 2:0 3:0 4:1 5:0 6:0 7:1 8:383 9:0 10:1 11:0 12:0 13:0 14:2 15:2 16:0 17:0 18:0 19:0 20:1 21:0 22:0 23:11 24:20 25:0.27 26:0.27 27:0.27 28:0.15 29:0 30:0 31:0 32:0 
0.015459140762569478 0:0 1:1 2:0 3:0 4:0 5:1 6:0 7:1 8:255 9:1619 10:1 11:0 12:0 13:0 14:4 15:4 16:0 17:0 18:0 19:0 20:1 21:0 22:0 23:21 24:20 25:0.95 26:0.1 27:0.05 28:0 29:0 30:0 31:0 32:0 
0.015003091862993156 0:0 1:1 2:0 3:0 4:0 5:1 6:0 7:1 8:314 9:1415 10:1 11:0 12:0 13:0 14:9 15:9 16:0 17:0 18:0 19:0 20:1 21:0 22:0 23:20 24:20 25:1 26:0 27:0.05 28:0 29:0 30:0 31:0 32:0 
0.015111851326547455 0:0 1:1 2:0 3:0 4:0 5:1 6:0 7:1 8:261 9:545 10:1 11:0 12:0 13:0 14:7 15:7 16:0 17:0 18:0 19:0 20:1 21:0 22:0 23:20 24:20 25:1 26:0 27:0.05 28:0 29:0 30:0 31:0 32:0 
0.0097640918190661057 0:0 1:0 2:1 3:0 4:1 5:0 6:0 7:1 8:42 9:42 10:1 11:0 12:0 13:0 14:5 15:8 16:0 17:0 18:0 19:0 20:1 21:0 22:0.25 23:20 24:20 25:1 26:0 27:0.05 28:0 29:0 30:0 31:0 32:0 
0.015644581958290431 0:0 1:1 2:0 3:0 4:0 5:1 6:0 7:1 8:198 9:863 10:1 11:0 12:0 13:0 14:8 15:8 16:0 17:0 18:0 19:0 20:1 21:0 22:0 23:12 24:20 25:1 26:0 27:0.08 28:0.15 29:0 30:0 31:0 32:0 
