svm_type one_class
kernel_type rbf
gamma 0.00050000000000000001
nr_class 2
total_sv 11
rho 0.01614980523056362
SV
0.015996694472522541 0:2 1:1 2:0 3:0 4:1 5:0 6:1 7:0 8:2194620 9:0 10:1 11:0 12:0 13:0 14:2 15:2 16:0.5 17:0.5 18:0 19:0 20:1 21:0 22:0 23:255 24:61 25:0.24 26:0.02 27:0.07 28:0 29:0.61 30:0.66 31:0 32:0 
0.016250000000000001 0:0 1:1 2:0 3:0 4:1 5:0 6:0 7:1 8:49830 9:385 10:1 11:0 12:0 13:0 14:1 15:1 16:0 17:0 18:0 19:0 20:1 21:0 22:0 23:255 24:9 25:0.04 26:0.02 27:0 28:0 29:0.9 30:0 31:0 32:0 
0.010970947682744862 0:0 1:1 2:0 3:0 4:1 5:0 6:0 7:1 8:61298 9:0 10:1 11:0 12:0 13:0 14:4 15:4 16:0 17:0 18:0 19:0 20:1 21:0 22:0 23:255 24:14 25:0.05 26:0.06 27:0.05 28:0 29:0.82 30:0 31:0.01 32:0 
0.010970947682744859 0:0 1:1 2:0 3:0 4:1 5:0 6:0 7:1 8:61298 9:0 10:1 11:0 12:0 13:0 14:8 15:8 16:0 17:0 18:0 19:0 20:1 21:0 22:0 23:255 24:52 25:0.2 26:0.47 27:0.2 28:0 29:0.47 30:0 31:0 32:0 
0.012756376032763361 0:0 1:1 2:0 3:0 4:1 5:0 6:0 7:1 8:501760 9:0 10:1 11:0 12:0 13:0 14:2 15:2 16:0 17:0 18:0 19:0 20:1 21:0 22:0 23:255 24:66 25:0.26 26:0.02 27:0.02 28:0 29:0.86 30:0.91 31:0 32:0 
0.011618307762401421 0:0 1:1 2:0 3:0 4:1 5:0 6:0 7:1 8:501760 9:0 10:1 11:0 12:0 13:0 14:2 15:2 16:0 17:0 18:0 19:0 20:1 21:0 22:0 23:235 24:11 25:0.04 26:0.01 27:0.04 28:0.18 29:0.85 30:0 31:0 32:0 
0.0024466544366204381 0:0 1:1 2:0 3:0 4:1 5:0 6:0 7:1 8:501760 9:0 10:1 11:0 12:0 13:0 14:2 15:2 16:0 17:0 18:0 19:0 20:1 21:0 22:0 23:255 24:20 25:0.08 26:0.06 27:0.08 28:0 29:0.6 30:0 31:0.03 32:0 
0.0002400719302025154 0:0 1:1 2:0 3:0 4:1 5:0 6:0 7:1 8:501760 9:0 10:1 11:0 12:0 13:0 14:2 15:13 16:0 17:0 18:0 19:0 20:1 21:0 22:0.15 23:255 24:30 25:0.12 26:0.07 27:0.12 28:0 29:0.81 30:0 31:0 32:0 
0.016250000000000001 0:2 1:1 2:0 3:0 4:1 5:0 6:0 7:1 8:2104380 9:0 10:1 11:0 12:0 13:0 14:2 15:2 16:0 17:0 18:0 19:0 20:1 21:0 22:0 23:213 24:10 25:0.02 26:0.01 27:0.02 28:0.2 29:0.94 30:0 31:0 32:0 
0.016250000000000001 0:0 1:1 2:0 3:0 4:1 5:0 6:0 7:1 8:88382 9:0 10:1 11:0 12:0 13:0 14:16 15:16 16:0 17:0 18:0 19:0 20:1 21:0 22:0 23:255 24:74 25:0.29 26:0.02 27:0.12 28:0 29:0.65 30:0.58 31:0 32:0 
0.016250000000000001 0:14 1:1 2:0 3:0 4:1 5:0 6:0 7:1 8:14584085 9:0 10:1 11:0 12:0 13:0 14:2 15:2 16:0 17:0 18:0 19:0 20:1 21:0 22:0 23:255 24:17 25:0.07 26:0.92 27:0.07 28:0 29:0.91 30:0 31:0 32:0 
