svm_type one_class
kernel_type rbf
gamma 0.00050000000000000001
nr_class 2
total_sv 60
rho 0.11115932012169055
SV
0.015850920343060522 0:0 1:0 2:1 3:0 4:1 5:0 6:0 7:1 8:31 9:91 10:1 11:0 12:0 13:0 14:3 15:3 16:0 17:0 18:0 19:0 20:1 21:0 22:0 23:8 24:20 25:1 26:0 27:1 28:0.1 29:0 30:0 31:0 32:0 
0.040053402152142169 0:0 1:0 2:1 3:0 4:1 5:0 6:0 7:1 8:29 9:29 10:1 11:0 12:0 13:0 14:2 15:5 16:0 17:0 18:0 19:0 20:1 21:0 22:0.6 23:197 24:193 25:0.98 26:0.02 27:0.01 28:0 29:0 30:0 31:0 32:0 
8.7574824759603046e-06 0:0 1:0 2:1 3:0 4:1 5:0 6:0 7:1 8:29 9:0 10:1 11:0 12:0 13:0 14:1 15:18 16:0 17:0 18:0 19:0 20:1 21:0 22:0.28 23:180 24:29 25:0.12 26:0.03 27:0.12 28:0.07 29:0 30:0 31:0 32:0 
0.027082631185982749 0:0 1:0 2:1 3:0 4:1 5:0 6:0 7:1 8:32 9:48 10:1 11:0 12:0 13:0 14:5 15:11 16:0 17:0 18:0 19:0 20:1 21:0 22:0.27 23:32 24:234 25:1 26:0 27:1 28:0.01 29:0 30:0 31:0 32:0 
0.03531424544883878 0:0 1:0 2:1 3:0 4:1 5:0 6:0 7:1 8:31 9:91 10:1 11:0 12:0 13:0 14:1 15:1 16:0 17:0 18:0 19:0 20:1 21:0 22:0 23:255 24:214 25:0.84 26:0.01 27:0 28:0 29:0 30:0 31:0 32:0 
0.075423140123522747 0:0 1:0 2:1 3:0 4:1 5:0 6:0 7:1 8:32 9:92 10:1 11:0 12:0 13:0 14:2 15:6 16:0 17:0 18:0 19:0 20:0.5 21:1 22:0.33 23:75 24:13 25:0.17 26:0.05 27:0.01 28:0 29:0 30:0 31:0 32:0 
0.03634046582402848 0:0 1:0 2:1 3:0 4:1 5:0 6:0 7:1 8:29 9:29 10:1 11:0 12:0 13:0 14:4 15:6 16:0 17:0 18:0 19:0 20:1 21:0 22:0.5 23:125 24:125 25:1 26:0 27:0.03 28:0 29:0 30:0 31:0 32:0 
0.031426079755178402 0:0 1:0 2:1 3:0 4:1 5:0 6:0 7:1 8:32 9:0 10:1 11:0 12:0 13:0 14:1 15:1 16:0 17:0 18:0 19:0 20:1 21:0 22:0 23:211 24:12 25:0.06 26:0.03 27:0.06 28:0 29:0 30:0 31:0 32:0 
0.070771074380674412 0:0 1:0 2:1 3:0 4:1 5:0 6:0 7:1 8:31 9:91 10:1 11:0 12:0 13:0 14:1 15:1 16:0 17:0 18:0 19:0 20:1 21:0 22:0 23:25 24:183 25:0.76 26:0.08 27:0.76 28:0.01 29:0 30:0 31:0.24 32:0 
0.051535856391828803 0:0 1:0 2:1 3:0 4:1 5:0 6:0 7:1 8:32 9:92 10:1 11:0 12:0 13:0 14:8 15:24 16:0 17:0 18:0 19:0 20:1 21:0 22:0.08 23:70 24:54 25:0.77 26:0.06 27:0.03 28:0 29:0 30:0 31:0 32:0 
0.060703209015455756 0:43 1:0 2:1 3:0 4:1 5:0 6:0 7:1 8:29 9:29 10:1 11:0 12:0 13:0 14:1 15:2 16:0 17:0 18:0 19:0 20:1 21:0 22:1 23:100 24:100 25:1 26:0 27:0.69 28:0 29:0 30:0 31:0 32:0 
0.059477153042687782 0:0 1:0 2:1 3:0 4:1 5:0 6:0 7:1 8:30 9:30 10:1 11:0 12:0 13:0 14:1 15:3 16:0 17:0 18:0 19:0 20:1 21:0 22:1 23:242 24:179 25:0.74 26:0.02 27:0 28:0 29:0 30:0 31:0 32:0 
0.070679527837306091 0:0 1:0 2:1 3:0 4:1 5:0 6:0 7:1 8:29 9:89 10:1 11:0 12:0 13:0 14:1 15:1 16:0 17:0 18:0 19:0 20:1 21:0 22:0 23:255 24:251 25:0.98 26:0.01 27:0 28:0 29:0 30:0 31:0 32:0 
0.095025708275153081 0:72 1:0 2:1 3:0 4:1 5:0 6:0 7:1 8:30 9:45 10:1 11:0 12:0 13:0 14:1 15:3 16:0 17:0 18:0 19:0 20:1 21:0 22:0.67 23:255 24:255 25:1 26:0 27:0.21 28:0 29:0 30:0 31:0 32:0 
0.047452885728445186 0:27 1:0 2:1 3:0 4:1 5:0 6:0 7:1 8:31 9:31 10:1 11:0 12:0 13:0 14:3 15:5 16:0 17:0 18:0 19:0 20:0.33 21:0.67 22:0.4 23:62 24:32 25:0.52 26:0.05 27:0.02 28:0 29:0 30:0 31:0 32:0 
0.055322909667852249 0:0 1:0 2:1 3:0 4:1 5:0 6:0 7:1 8:29 9:0 10:1 11:0 12:0 13:0 14:4 15:33 16:0 17:0 18:0 19:0 20:0.75 21:0.5 22:0.09 23:109 24:32 25:0.1 26:0.06 27:0.1 28:0.06 29:0 30:0 31:0 32:0 
0.034216602621837899 0:0 1:0 2:1 3:0 4:1 5:0 6:0 7:1 8:32 9:92 10:1 11:0 12:0 13:0 14:1 15:1 16:0 17:0 18:0 19:0 20:1 21:0 22:0 23:28 24:78 25:0.64 26:0.07 27:0.64 28:0.03 29:0.14 30:0 31:0.14 32:0 
0.050837695746867792 0:41 1:0 2:1 3:0 4:1 5:0 6:0 7:1 8:29 9:42 10:1 11:0 12:0 13:0 14:1 15:5 16:0 17:0 18:0 19:0 20:1 21:0 22:0.6 23:246 24:205 25:0.83 26:0.01 27:0.04 28:0 29:0 30:0 31:0 32:0 
0.04600797800618104 0:0 1:0 2:1 3:0 4:1 5:0 6:0 7:1 8:31 9:91 10:1 11:0 12:0 13:0 14:1 15:2 16:0 17:0 18:0 19:0 20:1 21:0 22:1 23:219 24:206 25:0.94 26:0.01 27:0 28:0 29:0 30:0 31:0 32:0 
0.02502427682603325 0:33 1:0 2:1 3:0 4:1 5:0 6:0 7:1 8:30 9:30 10:1 11:0 12:0 13:0 14:1 15:1 16:0 17:0 18:0 19:0 20:1 21:0 22:0 23:132 24:90 25:0.68 26:0.02 27:0.64 28:0 29:0 30:0 31:0 32:0 
0.0037226763570565413 0:0 1:0 2:1 3:0 4:1 5:0 6:0 7:1 8:31 9:91 10:1 11:0 12:0 13:0 14:1 15:1 16:0 17:0 18:0 19:0 20:1 21:0 22:0 23:34 24:45 25:1 26:0 27:1 28:0.04 29:0 30:0 31:0 32:0 
0.017965025192754072 0:0 1:1 2:0 3:0 4:1 5:0 6:0 7:1 8:29 9:0 10:1 11:0 12:0 13:0 14:2 15:1 16:0 17:0 18:0 19:0 20:0.5 21:1 22:0 23:255 24:73 25:0.29 26:0.03 27:0.29 28:0 29:0 30:0 31:0 32:0 
0.078122841071609814 0:0 1:0 2:1 3:0 4:1 5:0 6:0 7:1 8:32 9:92 10:1 11:0 12:0 13:0 14:1 15:1 16:0 17:0 18:0 19:0 20:1 21:0 22:0 23:2 24:226 25:1 26:0 27:1 28:0.01 29:0 30:0 31:0 32:0 
