svm_type one_class
kernel_type rbf
gamma 0.00050000000000000001
nr_class 2
total_sv 56
rho 0.12110064464497901
SV
0.12096644746192695 0:542 1:0 2:1 3:0 4:1 5:0 6:0 7:1 8:17 9:42 10:1 11:0 12:0 13:0 14:1 15:1 16:0 17:0 18:0 19:0 20:1 21:0 22:0 23:255 24:224 25:0.88 26:0.01 27:0.04 28:0 29:0 30:0 31:0 32:0 
0.090392344644359024 0:0 1:0 2:1 3:0 4:1 5:0 6:0 7:1 8:17 9:70 10:1 11:0 12:0 13:0 14:1 15:2 16:0 17:0 18:0 19:0 20:1 21:0 22:1 23:175 24:228 25:1 26:0 27:1 28:0.01 29:0 30:0 31:0 32:0 
0.088801659845335015 0:0 1:0 2:1 3:0 4:1 5:0 6:0 7:1 8:17 9:17 10:1 11:0 12:0 13:0 14:1 15:3 16:0 17:0 18:0 19:0 20:1 21:0 22:1 23:4 24:3 25:0.75 26:0.5 27:0.25 28:0 29:0 30:0 31:0 32:0 
0.040306351045744863 0:0 1:0 2:1 3:0 4:1 5:0 6:0 7:1 8:22 9:75 10:1 11:0 12:0 13:0 14:2 15:1 16:0 17:0 18:0 19:0 20:0.5 21:1 22:0 23:94 24:89 25:0.95 26:0.02 27:0.01 28:0 29:0 30:0 31:0 32:0 
0.11287773895720307 0:3030 1:0 2:1 3:0 4:1 5:0 6:0 7:1 8:17 9:17 10:1 11:0 12:0 13:0 14:2 15:2 16:0 17:0 18:0 19:0 20:1 21:0 22:0 23:255 24:171 25:0.67 26:0.01 27:0.11 28:0 29:0 30:0 31:0 32:0 
0.020390666411861019 0:0 1:0 2:1 3:0 4:1 5:0 6:0 7:1 8:17 9:70 10:1 11:0 12:0 13:0 14:1 15:2 16:0 17:0 18:0 19:0 20:1 21:0 22:1 23:147 24:209 25:0.9 26:0.01 27:0.9 28:0.01 29:0 30:0 31:0.07 32:0 
0.036040326216663768 0:0 1:0 2:1 3:0 4:1 5:0 6:0 7:1 8:22 9:75 10:1 11:0 12:0 13:0 14:2 15:1 16:0 17:0 18:0 19:0 20:0.5 21:1 22:0 23:62 24:59 25:0.95 26:0.03 27:0.02 28:0 29:0 30:0 31:0 32:0 
0.063719948953603889 0:0 1:1 2:0 3:0 4:1 5:0 6:0 7:1 8:0 9:59 10:1 11:0 12:0 13:0 14:1 15:23 16:0 17:0.04 18:0 19:0 20:1 21:0 22:0.09 23:255 24:76 25:0.3 26:0.03 27:0 28:0 29:0 30:0 31:0 32:0 
0.010478704072002926 0:0 1:1 2:0 3:0 4:1 5:0 6:0 7:1 8:9 9:36 10:1 11:0 12:0 13:0 14:2 15:1 16:0 17:0 18:0 19:0 20:0.5 21:1 22:0 23:255 24:13 25:0.05 26:0.02 27:0 28:0 29:0 30:0 31:0 32:0 
0.056981345919207935 0:0 1:1 2:0 3:0 4:1 5:0 6:0 7:1 8:10 9:39 10:1 11:0 12:0 13:0 14:1 15:21 16:0 17:0.95 18:0 19:0 20:1 21:0 22:0.1 23:200 24:3 25:0.01 26:0.04 27:0 28:0 29:0 30:0 31:0 32:0 
0.058888038826245374 0:0 1:1 2:0 3:0 4:1 5:0 6:0 7:1 8:0 9:59 10:1 11:0 12:0 13:0 14:1 15:23 16:0 17:0.04 18:0 19:0 20:1 21:0 22:0.09 23:169 24:58 25:0.29 26:0.02 27:0.01 28:0.03 29:0 30:0 31:0 32:0 
0.016858819007640927 0:0 1:1 2:0 3:0 4:1 5:0 6:0 7:1 8:13 9:38 10:1 11:0 12:0 13:0 14:1 15:1 16:0 17:0 18:0 19:0 20:1 21:0 22:0 23:120 24:2 25:0.01 26:0.03 27:0.01 28:1 29:0 30:0 31:0 32:0 
0.018997150185665414 0:0 1:1 2:0 3:0 4:1 5:0 6:0 7:1 8:9 9:37 10:1 11:0 12:0 13:0 14:1 15:1 16:0 17:0 18:0 19:0 20:1 21:0 22:0 23:65 24:2 25:0.03 26:0.06 27:0.02 28:0 29:0 30:0 31:0 32:0 
0.10007092547695576 0:0 1:0 2:1 3:0 4:1 5:0 6:0 7:1 8:17 9:17 10:1 11:0 12:0 13:0 14:2 15:2 16:0 17:0 18:0 19:0 20:1 21:0 22:0 23:255 24:172 25:0.67 26:0.01 27:0 28:0 29:0 30:0 31:0 32:0 
0.076262498770444692 0:0 1:0 2:1 3:0 4:1 5:0 6:0 7:1 8:17 9:70 10:1 11:0 12:0 13:0 14:1 15:2 16:0 17:0 18:0 19:0 20:1 21:0 22:1 23:77 24:228 25:1 26:0 27:1 28:0.01 29:0 30:0 31:0 32:0 
0.011143563310867965 0:0 1:1 2:0 3:0 4:1 5:0 6:0 7:1 8:14 9:37 10:1 11:0 12:0 13:0 14:1 15:1 16:0 17:0 18:0 19:0 20:1 21:0 22:0 23:217 24:15 25:0.07 26:0.02 27:0 28:0 29:0 30:0 31:0.03 32:0 
