svm_type one_class
kernel_type rbf
gamma 0.001
nr_class 2
total_sv 14
rho 0.030764438940883498
SV
0.0052555483936322029 0:4 1:1 2:0 3:0 4:1 5:0 6:1 7:0 8:0 9:15 10:1 11:0 12:0 13:0 14:1 15:1 16:0 17:0 18:1 19:1 20:1 21:0 22:0 23:130 24:1 25:0.01 26:0.05 27:0.01 28:0 29:0 30:0 31:0.01 32:1 
0.026210170725349761 0:0 1:1 2:0 3:0 4:1 5:0 6:0 7:1 8:12 9:56 10:1 11:0 12:0 13:0 14:1 15:1 16:0 17:0 18:0 19:0 20:1 21:0 22:0 23:1 24:1 25:1 26:0 27:1 28:0 29:0 30:0 31:0 32:0 
0.015572064208962488 0:0 1:1 2:0 3:0 4:1 5:0 6:1 7:0 8:0 9:15 10:1 11:0 12:0 13:0 14:1 15:1 16:0 17:0 18:1 19:1 20:1 21:0 22:0 23:255 24:1 25:0 26:0.56 27:0 28:0 29:0 30:0 31:0 32:1 
0.020837116444410525 0:15 1:1 2:0 3:0 4:1 5:0 6:1 7:0 8:27 9:15 10:1 11:0 12:0 13:0 14:1 15:1 16:0 17:0 18:1 19:1 20:1 21:0 22:0 23:43 24:1 25:0.02 26:0.07 27:0.02 28:0 29:0 30:0 31:0.02 32:1 
0.002946437962825163 0:0 1:1 2:0 3:0 4:1 5:0 6:0 7:1 8:9 9:35 10:1 11:0 12:0 13:0 14:1 15:1 16:0 17:0 18:0 19:0 20:1 21:0 22:0 23:52 24:1 25:0.02 26:0.12 27:0.02 28:0 29:0 30:0 31:0 32:0 
0.015289716989384972 0:0 1:1 2:0 3:0 4:1 5:0 6:1 7:0 8:1 9:15 10:1 11:0 12:0 13:0 14:1 15:1 16:0 17:0 18:1 19:1 20:1 21:0 22:0 23:104 24:1 25:0.01 26:0.06 27:0.01 28:0 29:0.01 30:0 31:0.01 32:1 
0.021417465751714795 0:0 1:1 2:0 3:0 4:1 5:0 6:0 7:1 8:14 9:41 10:1 11:0 12:0 13:0 14:1 15:1 16:0 17:0 18:0 19:0 20:1 21:0 22:0 23:210 24:1 25:0 26:0.02 27:0 28:0 29:0 30:0 31:0 32:0 
0.024668523521911682 0:10 1:1 2:0 3:0 4:1 5:0 6:1 7:0 8:0 9:15 10:1 11:0 12:0 13:0 14:1 15:1 16:0 17:0 18:1 19:1 20:1 21:0 22:0 23:1 24:1 25:1 26:0 27:1 28:0 29:0 30:0 31:1 32:1 
0.024944265443382657 0:3 1:1 2:0 3:0 4:1 5:0 6:1 7:0 8:0 9:15 10:1 11:0 12:0 13:0 14:1 15:1 16:0 17:0 18:1 19:1 20:1 21:0 22:0 23:164 24:1 25:0.01 26:0.04 27:0.01 28:0 29:0 30:0 31:0.01 32:1 
0.015825912230270585 0:11 1:1 2:0 3:0 4:1 5:0 6:0 7:1 8:0 9:15 10:1 11:0 12:0 13:0 14:1 15:1 16:0 17:0 18:0 19:0 20:1 21:0 22:0 23:225 24:1 25:0 26:0.02 27:0 28:0 29:0 30:0 31:0 32:0 
0.014706524280208716 0:0 1:1 2:0 3:0 4:1 5:0 6:0 7:1 8:9 9:37 10:1 11:0 12:0 13:0 14:1 15:1 16:0 17:0 18:0 19:0 20:1 21:0 22:0 23:128 24:1 25:0.01 26:0.05 27:0.01 28:0 29:0 30:0 31:0 32:0 
0.017985185741060266 0:1 1:1 2:0 3:0 4:1 5:0 6:0 7:1 8:24 9:36 10:1 11:0 12:0 13:0 14:1 15:1 16:0 17:0 18:0 19:0 20:1 21:0 22:0 23:93 24:1 25:0.01 26:0.04 27:0.01 28:0 29:0 30:0 31:0 32:0 
0.014862078196024179 0:0 1:1 2:0 3:0 4:1 5:0 6:0 7:1 8:10 9:36 10:1 11:0 12:0 13:0 14:1 15:1 16:0 17:0 18:0 19:0 20:1 21:0 22:0 23:54 24:1 25:0.02 26:0.28 27:0.02 28:0 29:0 30:0 31:0.06 32:0 
0.019478990110862009 0:0 1:1 2:0 3:0 4:1 5:0 6:0 7:1 8:14 9:41 10:1 11:0 12:0 13:0 14:1 15:1 16:0 17:0 18:0 19:0 20:1 21:0 22:0 23:255 24:1 25:0 26:0.03 27:0 28:0 29:0 30:0 31:0.74 32:0 
