svm_type one_class
kernel_type rbf
gamma 0.001
nr_class 2
total_sv 11
rho 0.016678175413546551
SV
0.012422591491516942 0:0 1:1 2:0 3:0 4:1 5:0 6:0 7:1 8:12 9:0 10:1 11:0 12:0 13:0 14:2 15:1 16:0 17:0 18:0 19:0 20:0.5 21:1 22:0 23:88 24:59 25:0.1 26:0.07 27:0.1 28:0.03 29:0 30:0 31:0 32:0 
0.0092087718696549567 0:0 1:1 2:0 3:0 4:1 5:0 6:0 7:1 8:9 9:0 10:1 11:0 12:0 13:0 14:2 15:1 16:0 17:0 18:0 19:0 20:0.5 21:1 22:0 23:36 24:81 25:0.06 26:0.11 27:0.06 28:0.02 29:0 30:0 31:0 32:0 
0.012228377358575616 0:0 1:1 2:0 3:0 4:1 5:0 6:0 7:1 8:12 9:0 10:1 11:0 12:0 13:0 14:2 15:1 16:0 17:0 18:0 19:0 20:0.5 21:1 22:0 23:174 24:45 25:0.2 26:0.04 27:0.2 28:0.04 29:0 30:0 31:0 32:0 
0.010256926538573949 0:0 1:1 2:0 3:0 4:1 5:0 6:0 7:1 8:11 9:0 10:1 11:0 12:0 13:0 14:3 15:2 16:0 17:0 18:0.33 19:0 20:0.67 21:0.67 22:0 23:136 24:71 25:0.28 26:0.03 27:0.28 28:0.03 29:0 30:0 31:0.01 32:0 
0.00085342339167600778 0:0 1:1 2:0 3:0 4:1 5:0 6:0 7:1 8:12 9:0 10:1 11:0 12:0 13:0 14:2 15:1 16:0 17:0 18:0 19:0 20:0.5 21:1 22:0 23:162 24:71 25:0.35 26:0.03 27:0.35 28:0.03 29:0 30:0 31:0 32:0 
0.005169802300697645 0:0 1:1 2:0 3:0 4:1 5:0 6:0 7:1 8:12 9:0 10:1 11:0 12:0 13:0 14:2 15:1 16:0 17:0 18:0 19:0 20:0.5 21:1 22:0 23:185 24:72 25:0.36 26:0.03 27:0.36 28:0.03 29:0 30:0 31:0 32:0 
0.015720520582053029 0:0 1:1 2:0 3:0 4:1 5:0 6:0 7:1 8:8 9:0 10:1 11:0 12:0 13:0 14:2 15:1 16:0 17:0 18:0 19:0 20:0.5 21:1 22:0 23:60 24:12 25:0.08 26:0.03 27:0.02 28:0.17 29:0 30:0 31:0 32:0 
0.0098979002688479312 0:0 1:1 2:0 3:0 4:1 5:0 6:0 7:1 8:12 9:0 10:1 11:0 12:0 13:0 14:3 15:1 16:0 17:0 18:0 19:0 20:0.33 21:0.67 22:0 23:11 24:93 25:0.45 26:0.18 27:0.45 28:0.02 29:0 30:0 31:0 32:0 
0.0055814270298959858 0:0 1:1 2:0 3:0 4:1 5:0 6:0 7:1 8:19 9:0 10:1 11:0 12:0 13:0 14:3 15:2 16:0 17:0 18:0 19:0 20:0.67 21:0.67 22:0 23:118 24:56 25:0.12 26:0.06 27:0.12 28:0.04 29:0 30:0 31:0 32:0 
0.01374214625277839 0:0 1:1 2:0 3:0 4:1 5:0 6:0 7:1 8:12 9:0 10:1 11:0 12:0 13:0 14:2 15:1 16:0 17:0 18:0 19:0 20:0.5 21:1 22:0 23:40 24:122 25:0.82 26:0.08 27:0.82 28:0.02 29:0 30:0 31:0 32:0 
0.014918112915729548 0:0 1:1 2:0 3:0 4:1 5:0 6:0 7:1 8:12 9:0 10:1 11:0 12:0 13:0 14:3 15:2 16:0 17:0 18:0 19:0 20:0.67 21:0.67 22:0 23:198 24:104 25:0.43 26:0.03 27:0.43 28:0.02 29:0 30:0 31:0 32:0 
